Frame,Timestamp,MP,PIP,DIP,AccScore
94,5310,174,181,182,8
95,5351,174,181,182,8
96,5385,173,181,183,9
97,5431,173,181,183,9
98,5475,172,181,183,11
99,5508,171,181,183,12
100,5541,170,181,182,13
101,5575,168,181,183,16
102,5610,167,180,182,17
103,5642,165,179,182,20
104,5675,164,179,181,21
105,5708,163,179,181,23
106,5740,160,179,181,27
107,5774,158,181,182,29
108,5805,153,180,182,36
109,5839,150,180,183,40
110,5871,142,177,184,51
111,5905,137,175,184,57
112,5939,135,168,180,60
113,5972,131,167,179,65
114,6006,130,164,177,67
115,6039,126,164,178,72
116,6069,125,163,177,73
117,6102,125,163,177,73
118,6134,124,163,177,75
119,6167,123,163,177,76
120,6199,121,164,178,79
121,6234,121,164,178,79
122,6267,118,163,178,83
123,6301,117,163,178,84
124,6332,116,162,177,85
125,6366,115,162,176,87
126,6398,114,159,177,88
127,6432,114,157,183,88
128,6463,113,155,184,89
129,6498,113,205,184,89
130,6537,113,208,185,89
131,6579,114,210,185,88
132,6611,114,210,186,88
133,6644,115,210,187,87
134,6680,116,210,188,85
135,6712,116,210,188,85
136,6745,115,209,188,87
137,6781,115,209,187,87
138,6816,114,210,187,88
139,6848,114,210,187,88
140,6878,114,211,187,88
141,6912,115,212,187,87
142,6946,115,212,188,87
143,6977,114,214,188,88
144,7010,115,213,188,87
145,7043,119,215,192,81
146,7073,122,213,193,77
147,7104,123,148,193,76
148,7136,131,164,176,65
149,7168,134,172,181,61
150,7201,146,175,179,45
151,7235,150,175,178,40
152,7269,156,176,178,32
153,7303,158,177,178,29
154,7334,161,177,179,25
155,7367,162,177,179,24
156,7398,165,178,180,20
157,7431,167,177,180,17
158,7464,169,177,180,15
159,7501,170,178,181,13
160,7534,171,178,181,12
161,7567,172,178,181,11
162,7601,173,178,181,9
163,7634,173,179,181,9
164,7665,174,178,181,8
165,7701,175,178,181,7
166,7733,175,178,180,7
167,7764,175,178,180,7
168,7797,175,179,181,7
169,7830,175,179,181,7
170,7865,175,179,181,7
171,7902,175,179,181,7
172,7944,175,179,181,7
173,7979,174,180,182,8
174,8025,174,180,182,8
175,8060,172,180,182,11
176,8098,172,179,182,11
177,8132,170,179,182,13
178,8169,169,178,181,15
179,8211,166,177,180,19
180,8245,160,172,176,27
181,8288,157,169,172,31
182,8321,151,167,172,39
183,8354,148,165,170,43
184,8388,142,163,171,51
185,8425,140,161,170,53
186,8460,137,161,170,57
187,8494,135,160,170,60
188,8528,131,161,171,65
189,8561,131,158,170,65
190,8593,129,157,169,68
191,8627,128,158,170,69
192,8660,126,155,170,72
193,8699,124,155,171,75
194,8729,123,152,191,76
195,8762,122,152,192,77
196,8794,122,150,192,77
197,8833,122,150,192,77
198,8870,121,149,192,79
199,8908,121,149,192,79
200,8939,121,150,191,79
201,8971,120,152,189,80
202,9004,120,153,189,80
203,9037,120,154,189,80
204,9069,120,156,172,80
205,9101,119,157,172,81
206,9135,119,158,172,81
207,9172,119,157,175,81
208,9203,117,253,196,84
209,9235,119,268,199,81
210,9278,136,141,177,59
211,9313,144,163,177,48
212,9345,153,169,175,36
213,9380,159,173,176,28
214,9412,161,174,176,25
215,9445,166,174,176,19
216,9481,168,174,177,16
217,9514,171,172,176,12
218,9546,173,172,176,9
219,9580,174,172,176,8
220,9614,175,170,176,7
221,9659,175,170,176,7
222,9695,175,170,176,7
223,9731,180,167,175,0
224,9763,182,166,177,0
225,9794,176,102,217,5
226,9828,169,304,205,15
