Frame,Timestamp,MP,PIP,DIP,AccScore
133,7.48,113,227,195,89
134,7.53,117,160,179,84
135,7.56,124,168,178,75
136,7.60,128,171,176,69
137,7.64,135,169,173,60
138,7.67,141,171,175,52
139,7.72,143,171,175,49
140,7.75,146,174,177,45
141,7.79,148,176,178,43
142,7.83,150,178,179,40
143,7.87,151,179,180,39
144,7.91,153,179,180,36
145,7.95,156,180,181,32
146,7.99,158,180,180,29
147,8.02,159,181,181,28
148,8.06,160,180,181,27
149,8.10,161,180,181,25
150,8.14,162,180,181,24
151,8.18,163,180,181,23
152,8.21,164,180,181,21
153,8.25,165,180,181,20
154,8.29,166,180,181,19
155,8.33,166,179,181,19
156,8.38,167,179,181,17
157,8.42,167,180,181,17
158,8.47,167,180,181,17
159,8.52,167,180,181,17
160,8.55,167,181,181,17
161,8.60,168,181,181,16
162,8.63,168,181,181,16
163,8.67,169,181,181,15
164,8.71,170,182,181,13
165,8.75,170,182,182,13
166,8.78,171,182,182,12
167,8.82,172,183,182,11
168,8.86,173,183,182,9
169,8.89,173,183,182,9
170,8.93,173,183,182,9
171,8.96,174,183,182,8
172,9.00,175,183,182,7
173,9.04,175,183,182,7
174,9.08,175,183,182,7
175,9.12,176,183,182,5
176,9.15,176,182,181,5
177,9.19,175,182,181,7
178,9.22,173,182,181,9
179,9.26,172,181,182,11
180,9.30,170,181,182,13
181,9.34,169,180,182,15
182,9.38,166,180,182,19
183,9.41,164,181,183,21
184,9.46,161,180,183,25
185,9.49,155,180,183,33
186,9.53,151,179,183,39
187,9.57,148,179,183,43
188,9.61,146,178,183,45
189,9.64,141,178,184,52
190,9.68,136,179,184,59
191,9.72,133,178,183,63
192,9.76,129,179,183,68
193,9.80,128,178,181,69
194,9.84,126,175,181,72
195,9.88,125,173,180,73
196,9.93,123,172,180,76
197,9.97,121,166,182,79
198,10.01,119,155,183,81
199,10.05,118,228,187,83
200,10.08,118,252,200,83
201,10.12,118,265,202,83
202,10.16,117,268,202,84
203,10.20,117,263,201,84
204,10.23,118,269,202,83
205,10.27,118,271,202,83
206,10.31,119,279,202,81
207,10.34,120,283,202,80
208,10.38,121,286,202,79
209,10.42,121,287,202,79
210,10.46,121,288,202,79
211,10.50,122,289,203,77
212,10.54,123,290,203,76
213,10.57,123,290,203,76
214,10.61,123,291,203,76
215,10.64,123,291,203,76
216,10.69,123,291,203,76
217,10.73,123,289,203,76
218,10.77,122,288,203,77
219,10.81,121,288,202,79
220,10.85,127,247,195,71
221,10.89,138,161,189,56
222,10.94,145,171,181,47
223,10.98,149,175,181,41
224,11.02,152,176,182,37
225,11.06,154,177,181,35
226,11.10,158,176,181,29
227,11.16,160,175,180,27
228,11.20,163,175,179,23
229,11.24,165,175,178,20
230,11.28,167,176,178,17
231,11.32,168,176,178,16
232,11.36,169,177,178,15
233,11.40,169,178,178,15
234,11.44,170,178,178,13
235,11.47,171,178,178,12
236,11.51,171,179,178,12
237,11.55,171,180,178,12
238,11.59,171,180,178,12
239,11.63,169,180,178,15
240,11.67,168,180,178,16
241,11.71,163,180,178,23
242,11.75,161,181,178,25
243,11.79,157,182,179,31
244,11.82,151,180,178,39
245,11.87,147,178,177,44
246,11.91,143,172,173,49
247,11.94,140,169,171,53
248,11.98,139,157,162,55
249,12.02,139,145,205,55
250,12.06,139,139,208,55
251,12.09,138,140,206,56
252,12.14,138,139,205,56
253,12.18,139,137,206,55
254,12.22,138,136,206,56
255,12.28,138,228,206,56
256,12.32,138,234,207,56
257,12.36,139,241,206,55
258,12.40,139,244,207,55
259,12.44,139,248,207,55
260,12.48,140,251,206,53
261,12.53,140,251,206,53
262,12.56,140,251,206,53
263,12.60,139,250,207,55
264,12.64,139,251,209,55
265,12.68,139,252,210,55
266,12.71,143,143,206,49
267,12.75,150,161,169,40
268,12.79,153,168,175,36
269,12.82,157,171,178,31
270,12.87,159,172,180,28
271,12.90,161,174,179,25
272,12.94,162,175,179,24
273,12.97,164,175,178,21
274,13.01,165,175,178,20
275,13.06,166,176,178,19
276,13.10,167,177,180,17
277,13.14,167,178,180,17
278,13.18,167,179,181,17
279,13.22,165,180,181,20
280,13.26,164,181,181,21
281,13.30,161,182,181,25
282,13.34,160,182,182,27
283,13.38,156,182,183,32
284,13.41,154,182,183,35
285,13.45,152,180,183,37
286,13.49,147,178,183,44
287,13.53,144,177,182,48
288,13.59,140,177,181,53
289,13.63,136,178,182,59
290,13.67,131,179,184,65
291,13.71,127,179,183,71
292,13.75,125,180,183,73
293,13.80,122,179,184,77
294,13.84,119,179,187,81
295,13.88,117,180,189,84
296,13.92,116,178,192,85
297,13.96,116,155,192,85
298,13.99,115,165,195,87
299,14.03,115,235,185,87
300,14.07,115,218,192,87
301,14.11,114,245,196,88
302,14.15,115,247,195,87
303,14.19,114,271,208,88
304,14.22,116,284,209,85
305,14.26,117,289,209,84
306,14.30,117,291,209,84
307,14.34,118,292,208,83
308,14.38,118,292,207,83
309,14.41,119,293,206,81
310,14.46,120,294,206,80
311,14.49,120,294,205,80
312,14.54,120,294,205,80
313,14.58,120,294,205,80
314,14.62,120,294,205,80
315,14.66,119,294,205,81
316,14.69,119,267,207,81
317,14.73,119,250,198,81
318,14.77,124,150,185,75
319,14.81,125,166,183,73
320,14.85,133,172,182,63
321,14.89,137,173,180,57
322,14.93,145,175,180,47
323,14.97,154,173,178,35
324,15.01,158,173,176,29
325,15.05,161,173,177,25
326,15.09,164,174,177,21
327,15.12,166,174,177,19
328,15.17,167,173,177,17
329,15.21,168,173,176,16
330,15.25,169,172,176,15
331,15.29,169,172,176,15
332,15.33,168,173,176,16
333,15.37,166,173,177,19
334,15.40,165,174,178,20
335,15.44,162,175,179,24
336,15.48,160,176,179,27
337,15.52,156,176,179,32
338,15.55,151,180,183,39
339,15.59,149,182,186,41
340,15.62,137,171,190,57
341,15.66,129,167,191,68
342,15.70,124,165,184,75
343,15.74,121,146,182,79
344,15.77,119,213,182,81
345,15.81,117,150,179,84
346,15.85,116,150,181,85
347,15.88,115,222,188,87
348,15.92,115,232,192,87
349,15.95,115,237,199,87
350,15.99,115,233,197,87
351,16.02,114,232,196,88
352,16.06,114,236,195,88
353,16.09,114,258,204,88
354,16.13,114,262,205,88
355,16.17,114,266,207,88
356,16.20,114,254,205,88
357,16.24,114,250,202,88
358,16.28,114,249,201,88
359,16.32,116,256,203,85
360,16.35,116,238,195,85
361,16.39,116,231,190,85
362,16.42,116,223,186,85
363,16.46,116,217,177,85
364,16.50,118,239,194,83
365,16.54,118,266,205,83
366,16.57,125,221,185,73
367,16.61,131,162,185,65
368,16.64,139,170,181,55
369,16.68,144,171,178,48
370,16.71,151,171,176,39
371,16.75,155,170,174,33
372,16.79,158,171,174,29
373,16.83,163,171,174,23
374,16.86,164,171,175,21
375,16.90,166,171,174,19
376,16.94,167,170,174,17
377,16.98,167,171,175,17
378,17.01,166,172,175,19
379,17.05,165,172,176,20
380,17.09,161,173,176,25
381,17.13,159,174,177,28
382,17.17,156,175,178,32
383,17.21,154,175,178,35
384,17.24,148,176,178,43
385,17.28,146,175,178,45
386,17.32,141,176,179,52
387,17.35,139,176,179,55
388,17.39,134,176,180,61
389,17.43,129,176,180,68
390,17.48,126,176,181,72
391,17.52,124,172,181,75
392,17.57,123,171,181,76
393,17.61,120,164,183,80
394,17.67,118,242,191,83
395,17.71,118,235,186,83
396,17.75,117,243,189,84
397,17.79,116,252,195,85
398,17.83,118,269,204,83
399,17.86,118,271,203,83
400,17.90,117,268,203,84
401,17.94,117,263,201,84
402,17.97,118,240,180,83
403,18.01,118,222,171,83
404,18.05,120,148,196,80
405,18.08,118,227,196,83
406,18.13,126,161,195,72
407,18.16,136,173,190,59
408,18.20,142,175,187,51
409,18.25,149,177,183,41
410,18.29,158,177,182,29
411,18.32,165,177,181,20
412,18.36,167,176,180,17
413,18.40,168,114,200,16
